brand,model,transmission,age,fuel,engine,km,owner,price,location,mileage,power,seats,type
mahindra,scorpio,manual,6.0,diesel,,63305.0,1.0,1002000.0,bihar,,,5.0,suv
maruti,celerio,automatic,6.0,petrol,,19557.0,2.0,525000.0,karnataka,,,5.0,hatchback
hyundai,grand i10,manual,9.0,petrol,,75415.0,2.0,429000.0,rajasthan,,,5.0,hatchback
maruti,vitara brezza,manual,7.0,diesel,,97788.0,2.0,727000.0,gujarat,,,5.0,suv
maruti,ciaz,automatic,6.0,petrol,,68196.0,2.0,918000.0,gujarat,,,5.0,sedan
maruti,swift,manual,5.0,petrol,,17023.0,1.0,531000.0,uttar pradesh,,,5.0,hatchback
maruti,dzire,manual,4.0,petrol,,13150.0,1.0,714350.0,maharashtra,,,5.0,sedan
hyundai,new i20,manual,4.0,petrol,,12122.0,1.0,808000.0,tamil nadu,,,5.0,hatchback
hyundai,verna,manual,7.0,petrol,,60804.0,1.0,754000.0,maharashtra,,,5.0,sedan
ford,ecosport,manual,8.0,diesel,,111487.0,1.0,537000.0,rajasthan,,,5.0,suv
maruti,wagon r 1.0,manual,10.0,petrol,,40273.0,1.0,321000.0,maharashtra,,,5.0,hatchback
hyundai,i10,manual,8.0,petrol,,29960.0,1.0,408000.0,karnataka,,,5.0,hatchback
hyundai,creta,manual,5.0,petrol,,48183.0,2.0,870000.0,west bengal,,,5.0,suv
maruti,vitara brezza,automatic,6.0,diesel,,81352.0,2.0,793750.0,maharashtra,,,5.0,suv
hyundai,new santro,manual,6.0,petrol,,23117.0,2.0,513000.0,madhya pradesh,,,5.0,hatchback
honda,wr-v,manual,7.0,petrol,,32844.0,2.0,635000.0,west bengal,,,5.0,suv
datsun,redi go,manual,6.0,petrol,,72869.0,2.0,269000.0,karnataka,,,5.0,hatchback
maruti,ciaz,manual,10.0,petrol,,75429.0,2.0,495000.0,gujarat,,,5.0,sedan
hyundai,elite i20,manual,5.0,petrol,,61162.0,1.0,570000.0,maharashtra,,,5.0,hatchback
hyundai,i10,automatic,12.0,petrol,,73615.0,2.0,366000.0,karnataka,,,5.0,hatchback
mahindra,kuv100,manual,8.0,diesel,,109428.0,1.0,363000.0,maharashtra,,,5.0,suv
maruti,wagon r 1.0,manual,10.0,petrol,,30580.0,1.0,373000.0,maharashtra,,,5.0,hatchback
maruti,wagon r 1.0,manual,11.0,petrol,,92195.0,1.0,317000.0,andhra pradesh,,,5.0,hatchback
tata,tiago,manual,2.0,cng,,15119.0,1.0,708000.0,maharashtra,,,5.0,hatchback
hyundai,grand i10,manual,9.0,petrol,,15890.0,1.0,454000.0,haryana,,,5.0,hatchback
maruti,swift,manual,3.0,petrol,,21804.0,1.0,651000.0,haryana,,,5.0,hatchback
hyundai,grand i10,manual,6.0,cng,,47633.0,2.0,470000.0,delhi,,,5.0,hatchback
maruti,new wagon-r,manual,4.0,petrol,,21533.0,1.0,506000.0,gujarat,,,5.0,hatchback
maruti,celerio,manual,6.0,cng,,64461.0,1.0,468000.0,maharashtra,,,5.0,hatchback
tata,nexon,automatic,4.0,petrol,,42036.0,2.0,1043000.0,tamil nadu,,,5.0,suv
mahindra,xuv500,manual,10.0,diesel,,107080.0,2.0,561000.0,maharashtra,,,7.0,lux_suv
honda,city,manual,7.0,petrol,,47971.0,1.0,798000.0,karnataka,,,5.0,sedan
maruti,wagon r 1.0,manual,8.0,petrol,,35690.0,2.0,410000.0,maharashtra,,,5.0,hatchback
honda,amaze,manual,5.0,petrol,,83657.0,1.0,756650.0,telangana,,,5.0,sedan
maruti,swift,manual,13.0,petrol,,76904.0,2.0,241000.0,delhi,,,5.0,hatchback
honda,city,manual,8.0,petrol,,74819.0,1.0,589000.0,tamil nadu,,,5.0,sedan
honda,amaze,automatic,6.0,petrol,,49345.0,2.0,736750.0,karnataka,,,5.0,sedan
maruti,alto 800,manual,8.0,petrol,,50538.0,2.0,282000.0,tamil nadu,,,5.0,hatchback
maruti,baleno,manual,8.0,petrol,,81484.0,2.0,564000.0,tamil nadu,,,5.0,hatchback
honda,city,manual,7.0,petrol,,53426.0,2.0,565000.0,uttar pradesh,,,5.0,sedan
maruti,swift,manual,7.0,petrol,,11316.0,1.0,470000.0,delhi,,,5.0,hatchback
maruti,s presso,manual,3.0,cng,,24279.0,1.0,487200.0,maharashtra,,,5.0,hatchback
toyota,yaris,automatic,6.0,petrol,,94170.0,2.0,717000.0,maharashtra,,,5.0,sedan
maruti,ertiga,automatic,8.0,petrol,,60079.0,1.0,707000.0,punjab,,,5.0,suv
hyundai,i10,manual,14.0,petrol,,77326.0,1.0,204000.0,maharashtra,,,5.0,hatchback
maruti,baleno,manual,5.0,petrol,,74812.0,1.0,670000.0,tamil nadu,,,5.0,hatchback
maruti,wagon r 1.0,manual,9.0,petrol,,37083.0,1.0,424000.0,karnataka,,,5.0,hatchback
nissan,terrano,manual,11.0,diesel,,100913.0,1.0,385000.0,madhya pradesh,,,5.0,suv
honda,city,manual,7.0,petrol,,88050.0,2.0,907350.0,rajasthan,,,5.0,sedan
renault,kwid,manual,5.0,petrol,,5848.0,1.0,420000.0,delhi,,,5.0,hatchback
maruti,alto 800,manual,6.0,petrol,,62659.0,1.0,306000.0,telangana,,,5.0,hatchback
hyundai,grand i10,manual,8.0,petrol,,46214.0,1.0,536000.0,karnataka,,,5.0,hatchback
maruti,swift,manual,9.0,petrol,,57054.0,1.0,441000.0,maharashtra,,,5.0,hatchback
honda,city,manual,6.0,petrol,,51129.0,1.0,753000.0,telangana,,,5.0,sedan
hyundai,elite i20,manual,9.0,petrol,,26750.0,1.0,505000.0,haryana,,,5.0,hatchback
honda,city,manual,7.0,diesel,,59373.0,1.0,1014000.0,karnataka,,,5.0,sedan
maruti,swift dzire,automatic,8.0,petrol,,33914.0,1.0,853000.0,telangana,,,5.0,sedan
ford,ecosport,manual,10.0,petrol,,75761.0,1.0,456000.0,west bengal,,,5.0,suv
datsun,redi go,automatic,6.0,petrol,,38723.0,1.0,316000.0,gujarat,,,5.0,hatchback
honda,jazz,manual,8.0,petrol,,72645.0,1.0,531000.0,telangana,,,5.0,hatchback
volkswagen,taigun,manual,2.0,petrol,,16255.0,1.0,1554000.0,karnataka,,,5.0,suv
maruti,celerio,manual,7.0,cng,,77485.0,1.0,450000.0,maharashtra,,,5.0,hatchback
renault,captur,manual,6.0,diesel,,38199.0,2.0,855000.0,karnataka,,,5.0,suv
maruti,wagon r 1.0,manual,7.0,cng,,62162.0,1.0,374000.0,maharashtra,,,5.0,hatchback
maruti,swift,manual,10.0,petrol,,87966.0,3.0,482000.0,andhra pradesh,,,5.0,hatchback
honda,amaze,manual,8.0,petrol,,4032.0,1.0,596000.0,delhi,,,5.0,sedan
hyundai,grand i10,manual,7.0,petrol,,38333.0,1.0,521000.0,gujarat,,,5.0,hatchback
renault,kwid,automatic,3.0,petrol,,15911.0,1.0,505350.0,uttar pradesh,,,5.0,hatchback
honda,amaze,automatic,5.0,diesel,,69222.0,2.0,669000.0,haryana,,,5.0,sedan
tata,tiago,automatic,5.0,petrol,,23375.0,2.0,618000.0,gujarat,,,5.0,hatchback
hyundai,verna,automatic,4.0,petrol,,64767.0,2.0,682000.0,uttar pradesh,,,5.0,sedan
hyundai,i10,manual,14.0,petrol,,97244.0,2.0,209000.0,kerala,,,5.0,hatchback
honda,city,automatic,8.0,petrol,,70461.0,1.0,791000.0,tamil nadu,,,5.0,sedan
hyundai,grand i10,manual,6.0,diesel,,98455.0,1.0,601000.0,telangana,,,5.0,hatchback
maruti,celerio,manual,9.0,petrol,,19241.0,1.0,335000.0,west bengal,,,5.0,hatchback
maruti,dzire,manual,7.0,diesel,,45972.0,1.0,765000.0,karnataka,,,5.0,sedan
volkswagen,polo,manual,6.0,petrol,,101696.0,1.0,451000.0,,,,5.0,hatchback
maruti,wagon r 1.0,manual,9.0,petrol,,69581.0,2.0,383000.0,karnataka,,,5.0,hatchback
maruti,alto k10,manual,14.0,petrol,,37141.0,1.0,164000.0,delhi,,,5.0,hatchback
hyundai,elite i20,manual,6.0,cng,,64031.0,2.0,587000.0,haryana,,,5.0,hatchback
maruti,celerio x,manual,4.0,petrol,,45263.0,1.0,521000.0,gujarat,,,5.0,hatchback
maruti,wagon r 1.0,manual,7.0,petrol,,64464.0,1.0,437000.0,telangana,,,5.0,hatchback
hyundai,creta,automatic,3.0,petrol,,5825.0,3.0,1618000.0,rajasthan,,,5.0,suv
maruti,celerio,manual,6.0,petrol,,90254.0,1.0,444000.0,telangana,,,5.0,hatchback
honda,amaze,manual,6.0,petrol,,81854.0,1.0,645000.0,telangana,,,5.0,sedan
tata,altroz,automatic,2.0,petrol,,6833.0,1.0,919000.0,gujarat,,,5.0,hatchback
honda,wr-v,manual,3.0,petrol,,12296.0,1.0,797000.0,bihar,,,5.0,suv
honda,amaze,manual,6.0,petrol,,51603.0,1.0,384000.0,maharashtra,,,5.0,sedan
honda,brio,automatic,9.0,petrol,,64592.0,1.0,424000.0,delhi,,,5.0,hatchback
maruti,vitara brezza,manual,8.0,diesel,,77722.0,1.0,634000.0,haryana,,,5.0,suv
maruti,alto k10,manual,7.0,petrol,,38655.0,2.0,355000.0,karnataka,,,5.0,hatchback
maruti,new wagon-r,manual,2.0,cng,,33687.0,1.0,551000.0,chandigarh,,,5.0,hatchback
honda,jazz,manual,7.0,petrol,,50649.0,1.0,561000.0,maharashtra,,,5.0,hatchback
hyundai,grand i10,manual,8.0,petrol,,42428.0,1.0,421000.0,delhi,,,5.0,hatchback
maruti,baleno,manual,4.0,petrol,,23849.0,1.0,705000.0,haryana,,,5.0,hatchback
hyundai,elite i20,manual,8.0,petrol,,73202.0,1.0,675000.0,telangana,,,5.0,hatchback
hyundai,grand i10 nios,automatic,4.0,petrol,,7715.0,1.0,704000.0,tamil nadu,,,5.0,hatchback
hyundai,elite i20,manual,8.0,petrol,,72732.0,1.0,598000.0,karnataka,,,5.0,hatchback
honda,jazz,manual,3.0,petrol,,35562.0,1.0,850000.0,karnataka,,,5.0,hatchback
hyundai,i20,manual,11.0,diesel,,68161.0,1.0,395000.0,maharashtra,,,5.0,hatchback
maruti,s cross,automatic,4.0,petrol,,42632.0,1.0,1076000.0,telangana,,,5.0,suv
maruti,baleno,manual,3.0,petrol,,13550.0,1.0,755000.0,gujarat,,,5.0,hatchback
maruti,baleno,manual,8.0,petrol,,51955.0,1.0,542000.0,gujarat,,,5.0,hatchback
ford,ecosport,manual,6.0,petrol,,58559.0,1.0,829000.0,telangana,,,5.0,suv
hyundai,elite i20,manual,7.0,petrol,,19364.0,1.0,649000.0,delhi,,,5.0,hatchback
maruti,swift dzire,manual,10.0,diesel,,35946.0,1.0,423000.0,haryana,,,5.0,sedan
maruti,wagon r 1.0,manual,10.0,petrol,,82391.0,1.0,328000.0,karnataka,,,5.0,hatchback
hyundai,venue,manual,4.0,petrol,,15337.0,1.0,709000.0,west bengal,,,5.0,suv
hyundai,new i20,manual,4.0,diesel,,35979.0,1.0,837000.0,rajasthan,,,5.0,hatchback
maruti,baleno,automatic,7.0,petrol,,41418.0,1.0,677000.0,maharashtra,,,5.0,hatchback
skoda,rapid,automatic,7.0,diesel,,56893.0,1.0,771000.0,maharashtra,,,5.0,sedan
volkswagen,polo,manual,9.0,petrol,,96842.0,1.0,437000.0,tamil nadu,,,5.0,hatchback
volkswagen,polo,automatic,9.0,petrol,,69667.0,2.0,537000.0,punjab,,,5.0,hatchback
honda,amaze,manual,9.0,petrol,,49625.0,2.0,463000.0,delhi,,,5.0,sedan
hyundai,eon,manual,9.0,petrol,,59332.0,3.0,234000.0,punjab,,,5.0,hatchback
maruti,ertiga,manual,11.0,diesel,,85588.0,2.0,770000.0,karnataka,,,5.0,suv
hyundai,new i20,manual,3.0,petrol,,13165.0,2.0,861000.0,karnataka,,,5.0,hatchback
nissan,micra,automatic,10.0,petrol,,83190.0,2.0,397000.0,kerala,,,5.0,hatchback
maruti,ciaz,manual,6.0,petrol,,53190.0,2.0,582000.0,west bengal,,,5.0,sedan
renault,kwid,automatic,6.0,petrol,,11271.0,1.0,443000.0,maharashtra,,,5.0,hatchback
maruti,ciaz,manual,5.0,petrol,,8053.0,1.0,993000.0,uttar pradesh,,,5.0,sedan
maruti,alto k10,manual,13.0,petrol,,68730.0,2.0,248000.0,karnataka,,,5.0,hatchback
skoda,octavia,automatic,9.0,diesel,,82265.0,2.0,848000.0,telangana,,,5.0,lux_sedan
hyundai,elite i20,manual,5.0,petrol,,108140.0,1.0,613000.0,,,,5.0,hatchback
ford,ecosport,manual,7.0,diesel,,102616.0,1.0,617000.0,tamil nadu,,,5.0,suv
hyundai,creta,manual,7.0,petrol,,96639.0,1.0,786000.0,delhi,,,5.0,suv
mahindra,kuv 100 nxt,manual,5.0,petrol,,14998.0,1.0,427000.0,west bengal,,,5.0,suv
hyundai,grand i10,manual,5.0,petrol,,51526.0,2.0,520000.0,kerala,,,5.0,hatchback
honda,amaze,manual,11.0,diesel,,61875.0,1.0,780000.0,maharashtra,,,5.0,sedan
hyundai,eon,manual,9.0,petrol,,84776.0,2.0,257000.0,maharashtra,,,5.0,hatchback
maruti,baleno,manual,5.0,petrol,,32201.0,2.0,592000.0,gujarat,,,5.0,hatchback
hyundai,i10,manual,13.0,petrol,,41446.0,2.0,277000.0,karnataka,,,5.0,hatchback
mahindra,xuv500,automatic,7.0,diesel,,92135.0,1.0,1347000.0,karnataka,,,7.0,lux_suv
maruti,alto k10,manual,10.0,petrol,,64158.0,1.0,243000.0,delhi,,,5.0,hatchback
maruti,celerio,automatic,6.0,petrol,,72112.0,1.0,524000.0,tamil nadu,,,5.0,hatchback
maruti,swift dzire,manual,10.0,petrol,,82929.0,1.0,368000.0,haryana,,,5.0,sedan
ford,ecosport,automatic,6.0,cng,,112071.0,1.0,805000.0,gujarat,,,5.0,suv
maruti,celerio,automatic,6.0,petrol,,66511.0,2.0,507000.0,tamil nadu,,,5.0,hatchback
hyundai,creta,manual,6.0,petrol,,106506.0,1.0,907000.0,,,,5.0,suv
maruti,ciaz,automatic,7.0,petrol,,120848.0,1.0,787000.0,,,,5.0,sedan
maruti,swift,manual,8.0,petrol,,18055.0,1.0,488000.0,delhi,,,5.0,hatchback
maruti,ertiga,manual,10.0,petrol,,38852.0,2.0,460000.0,west bengal,,,5.0,suv
hyundai,elite i20,manual,6.0,petrol,,22237.0,1.0,645000.0,gujarat,,,5.0,hatchback
kia,sonet,manual,2.0,diesel,,3713.0,1.0,1348000.0,gujarat,,,5.0,suv
hyundai,i10,manual,10.0,petrol,,27116.0,1.0,397000.0,karnataka,,,5.0,hatchback
maruti,baleno,automatic,7.0,petrol,,21270.0,1.0,703000.0,tamil nadu,,,5.0,hatchback
hyundai,grand i10,manual,6.0,petrol,,33605.0,1.0,512000.0,tamil nadu,,,5.0,hatchback
hyundai,creta,manual,9.0,petrol,,55494.0,1.0,801000.0,maharashtra,,,5.0,suv
maruti,baleno,manual,7.0,petrol,,45217.0,1.0,541000.0,madhya pradesh,,,5.0,hatchback
hyundai,grand i10,manual,9.0,petrol,,86060.0,2.0,431000.0,gujarat,,,5.0,hatchback
tata,nexon,manual,5.0,petrol,,61905.0,1.0,803000.0,telangana,,,5.0,suv
maruti,alto,manual,4.0,petrol,,8695.0,1.0,375000.0,uttar pradesh,,,5.0,hatchback
maruti,ciaz,manual,6.0,petrol,,71596.0,1.0,313000.0,haryana,,,5.0,sedan
ford,new figo,manual,3.0,petrol,,21230.0,1.0,570000.0,kerala,,,5.0,hatchback
maruti,swift dzire,automatic,10.0,diesel,,83991.0,1.0,663000.0,karnataka,,,5.0,sedan
renault,kwid,manual,4.0,petrol,,25346.0,1.0,427000.0,gujarat,,,5.0,hatchback
datsun,redi go,manual,8.0,petrol,,92449.0,1.0,276000.0,tamil nadu,,,5.0,hatchback
honda,amaze,manual,9.0,petrol,,96861.0,1.0,552000.0,tamil nadu,,,5.0,sedan
honda,city,manual,6.0,petrol,,46628.0,1.0,637000.0,karnataka,,,5.0,sedan
toyota,etios,manual,12.0,petrol,,60025.0,2.0,227000.0,west bengal,,,5.0,sedan
honda,city,manual,8.0,petrol,,51618.0,2.0,440000.0,west bengal,,,5.0,sedan
hyundai,i20,manual,12.0,petrol,,67444.0,1.0,434000.0,karnataka,,,5.0,hatchback
toyota,etios liva,manual,9.0,petrol,,56351.0,1.0,330000.0,delhi,,,5.0,hatchback
volkswagen,polo,manual,5.0,petrol,,34054.0,1.0,774000.0,maharashtra,,,5.0,hatchback
maruti,swift,manual,5.0,petrol,,21270.0,1.0,611000.0,haryana,,,5.0,hatchback
maruti,s cross,manual,8.0,diesel,,76836.0,2.0,792000.0,karnataka,,,5.0,suv
mahindra,thar,automatic,3.0,petrol,,10843.0,1.0,1452000.0,gujarat,,,5.0,suv
maruti,ciaz,manual,6.0,diesel,,60895.0,1.0,553000.0,haryana,,,5.0,sedan
maruti,vitara brezza,manual,4.0,petrol,,32984.0,2.0,875000.0,maharashtra,,,5.0,suv
maruti,ciaz,automatic,6.0,petrol,,39325.0,1.0,817000.0,haryana,,,5.0,sedan
honda,city,automatic,4.0,petrol,,20009.0,1.0,1231000.0,karnataka,,,5.0,sedan
hyundai,elite i20,manual,6.0,petrol,,24248.0,2.0,551000.0,delhi,,,5.0,hatchback
hyundai,elite i20,manual,9.0,petrol,,59287.0,2.0,457000.0,maharashtra,,,5.0,hatchback
hyundai,xcent,manual,7.0,petrol,,95666.0,1.0,420000.0,delhi,,,5.0,sedan
maruti,ciaz,manual,7.0,petrol,,57006.0,1.0,629000.0,maharashtra,,,5.0,sedan
maruti,alto 800,manual,8.0,petrol,,60610.0,2.0,252000.0,telangana,,,5.0,hatchback
renault,kwid,automatic,3.0,petrol,,9263.0,1.0,480000.0,haryana,,,5.0,hatchback
maruti,ciaz,manual,9.0,diesel,,89310.0,3.0,463000.0,gujarat,,,5.0,sedan
maruti,s presso,manual,2.0,petrol,,8944.0,1.0,482000.0,chandigarh,,,5.0,hatchback
tata,tiago,manual,3.0,petrol,,30233.0,1.0,571000.0,tamil nadu,,,5.0,hatchback
hyundai,grand i10,manual,9.0,petrol,,46988.0,1.0,493000.0,karnataka,,,5.0,hatchback
hyundai,xcent,manual,5.0,petrol,,32457.0,1.0,842000.0,telangana,,,5.0,sedan
maruti,dzire,automatic,5.0,petrol,,49984.0,1.0,649000.0,gujarat,,,5.0,sedan
maruti,wagon r 1.0,manual,7.0,petrol,,54763.0,1.0,453000.0,maharashtra,,,5.0,hatchback
maruti,ertiga,manual,7.0,diesel,,20569.0,2.0,860000.0,maharashtra,,,5.0,suv
maruti,alto k10,manual,13.0,petrol,,42709.0,1.0,150000.0,west bengal,,,5.0,hatchback
maruti,swift dzire,manual,14.0,petrol,,65144.0,1.0,192000.0,delhi,,,5.0,sedan
maruti,celerio x,manual,6.0,petrol,,30190.0,1.0,458000.0,gujarat,,,5.0,hatchback
maruti,alto 800,manual,7.0,petrol,,43258.0,1.0,290000.0,telangana,,,5.0,hatchback
hyundai,verna,manual,6.0,diesel,,40153.0,1.0,995000.0,telangana,,,5.0,sedan
volkswagen,polo,manual,13.0,petrol,,42942.0,1.0,341000.0,karnataka,,,5.0,hatchback
honda,city,manual,10.0,petrol,,97358.0,2.0,394000.0,karnataka,,,5.0,sedan
maruti,alto 800,manual,10.0,petrol,,65780.0,3.0,225000.0,karnataka,,,5.0,hatchback
maruti,ciaz,manual,4.0,petrol,,39462.0,2.0,650650.0,tamil nadu,,,5.0,sedan
honda,city,manual,8.0,cng,,24903.0,1.0,771000.0,uttar pradesh,,,5.0,sedan
maruti,dzire,manual,5.0,petrol,,31675.0,1.0,993000.0,west bengal,,,5.0,sedan
hyundai,verna,automatic,8.0,petrol,,41188.0,1.0,729000.0,maharashtra,,,5.0,sedan
mahindra,xuv700,manual,2.0,petrol,,13339.0,1.0,2108000.0,karnataka,,,5.0,suv
honda,amaze,manual,6.0,diesel,,40042.0,1.0,582000.0,haryana,,,5.0,sedan
renault,duster,manual,7.0,diesel,,64156.0,1.0,746000.0,uttar pradesh,,,5.0,suv
honda,city,manual,12.0,petrol,,39985.0,1.0,490000.0,gujarat,,,5.0,sedan
toyota,yaris,manual,4.0,petrol,,47976.0,2.0,588000.0,gujarat,,,5.0,sedan
maruti,swift,manual,6.0,petrol,,57941.0,1.0,555000.0,delhi,,,5.0,hatchback
datsun,redi go,manual,7.0,petrol,,76982.0,1.0,247000.0,gujarat,,,5.0,hatchback
kia,seltos,automatic,4.0,diesel,,43582.0,1.0,1372000.0,telangana,,,5.0,suv
ford,ecosport,manual,8.0,diesel,,84459.0,1.0,697000.0,tamil nadu,,,5.0,suv
tata,hexa,manual,5.0,diesel,,43895.0,1.0,1178000.0,haryana,,,5.0,suv
renault,kwid,manual,4.0,petrol,,9339.0,1.0,396000.0,delhi,,,5.0,hatchback
renault,kwid,manual,5.0,petrol,,12940.0,2.0,458000.0,tamil nadu,,,5.0,hatchback
renault,kiger,manual,2.0,petrol,,21838.0,1.0,662000.0,uttar pradesh,,,5.0,hatchback
maruti,alto 800,manual,8.0,petrol,,28518.0,1.0,243000.0,west bengal,,,5.0,hatchback
hyundai,elite i20,manual,6.0,petrol,,22249.0,1.0,752000.0,karnataka,,,5.0,hatchback
maruti,vitara brezza,manual,4.0,petrol,,72255.0,1.0,737000.0,tamil nadu,,,5.0,suv
hyundai,elite i20,manual,7.0,petrol,,37567.0,1.0,618000.0,haryana,,,5.0,hatchback
datsun,redi go,manual,6.0,petrol,,55547.0,2.0,275000.0,karnataka,,,5.0,hatchback
hyundai,elite i20,manual,7.0,petrol,,67262.0,1.0,543000.0,delhi,,,5.0,hatchback
maruti,swift,manual,6.0,petrol,,92870.0,1.0,603000.0,telangana,,,5.0,hatchback
hyundai,creta,automatic,8.0,petrol,,34056.0,2.0,806000.0,maharashtra,,,5.0,suv
maruti,celerio,manual,8.0,petrol,,29780.0,1.0,441000.0,karnataka,,,5.0,hatchback
honda,city,automatic,7.0,petrol,,95291.0,1.0,691000.0,tamil nadu,,,5.0,sedan
datsun,redi go,manual,7.0,petrol,,28545.0,1.0,314000.0,telangana,,,5.0,hatchback
maruti,s presso,manual,2.0,petrol,,12860.0,1.0,518000.0,maharashtra,,,5.0,hatchback
skoda,rapid,manual,7.0,petrol,,61819.0,1.0,483000.0,telangana,,,5.0,sedan
maruti,swift,manual,9.0,petrol,,40392.0,1.0,425000.0,uttar pradesh,,,5.0,hatchback
maruti,dzire,manual,5.0,petrol,,99097.0,2.0,339000.0,karnataka,,,5.0,sedan
honda,jazz,automatic,5.0,petrol,,60129.0,1.0,684000.0,maharashtra,,,5.0,hatchback
renault,kwid,automatic,7.0,petrol,,68966.0,1.0,328000.0,maharashtra,,,5.0,hatchback
hyundai,elite i20,manual,9.0,diesel,,70917.0,1.0,548000.0,maharashtra,,,5.0,hatchback
renault,kwid,manual,7.0,petrol,,34736.0,1.0,321000.0,maharashtra,,,5.0,hatchback
maruti,swift,manual,11.0,petrol,,58570.0,1.0,395000.0,maharashtra,,,5.0,hatchback
maruti,alto 800,manual,6.0,petrol,,37303.0,1.0,273000.0,west bengal,,,5.0,hatchback
maruti,baleno,manual,2.0,petrol,,31735.0,1.0,802000.0,telangana,,,5.0,hatchback
hyundai,grand i10,manual,6.0,petrol,,7177.0,1.0,598000.0,karnataka,,,5.0,hatchback
mahindra,xuv500,manual,8.0,diesel,,97110.0,2.0,1273000.0,karnataka,,,7.0,lux_suv
maruti,alto,manual,13.0,petrol,,14547.0,1.0,137000.0,west bengal,,,5.0,hatchback
hyundai,i10,manual,13.0,petrol,,47474.0,1.0,271000.0,maharashtra,,,5.0,hatchback
honda,jazz,manual,8.0,petrol,,36968.0,1.0,545000.0,delhi,,,5.0,hatchback
renault,kwid,manual,3.0,petrol,,19062.0,1.0,546000.0,karnataka,,,5.0,hatchback
tata,tigor,manual,7.0,petrol,,115136.0,2.0,520000.0,,,,5.0,sedan
maruti,swift dzire,manual,7.0,petrol,,12651.0,2.0,795000.0,uttar pradesh,,,5.0,sedan
maruti,swift dzire,manual,12.0,petrol,,27991.0,1.0,483000.0,bihar,,,5.0,sedan
hyundai,sonata,manual,13.0,petrol,,73679.0,2.0,343000.0,madhya pradesh,,,5.0,sedan
maruti,dzire,manual,6.0,diesel,,125345.0,1.0,761000.0,uttar pradesh,,,5.0,sedan
maruti,baleno,automatic,6.0,petrol,,15267.0,1.0,722000.0,karnataka,,,5.0,hatchback
tata,tiago,manual,6.0,petrol,,38272.0,2.0,529000.0,karnataka,,,5.0,hatchback
hyundai,new elantra,automatic,5.0,petrol,,24185.0,1.0,1491000.0,karnataka,,,5.0,lux_sedan
maruti,celerio,manual,5.0,cng,,54938.0,1.0,526350.0,maharashtra,,,5.0,hatchback
honda,wr-v,manual,7.0,petrol,,40282.0,1.0,609000.0,rajasthan,,,5.0,suv
maruti,alto,manual,4.0,petrol,,37999.0,2.0,347000.0,rajasthan,,,5.0,hatchback
maruti,swift,manual,12.0,petrol,,67954.0,1.0,398000.0,tamil nadu,,,5.0,hatchback
honda,amaze,manual,5.0,petrol,,53873.0,1.0,551000.0,uttar pradesh,,,5.0,sedan
maruti,baleno,manual,5.0,petrol,,16150.0,1.0,692000.0,delhi,,,5.0,hatchback
maruti,ciaz,manual,9.0,petrol,,86851.0,2.0,607000.0,karnataka,,,5.0,sedan
mahindra,bolero neo,manual,2.0,diesel,,9705.0,1.0,947000.0,delhi,,,5.0,suv
tata,zest,manual,9.0,petrol,,39280.0,1.0,1018000.0,karnataka,,,5.0,sedan
maruti,wagon r 1.0,manual,13.0,petrol,,16607.0,1.0,253000.0,delhi,,,5.0,hatchback
tata,altroz,manual,4.0,petrol,,32282.0,1.0,697000.0,uttar pradesh,,,5.0,hatchback
hyundai,grand i10,manual,7.0,petrol,,43092.0,1.0,466000.0,maharashtra,,,5.0,hatchback
hyundai,venue,manual,4.0,diesel,,30050.0,1.0,935000.0,tamil nadu,,,5.0,suv
hyundai,venue,manual,3.0,petrol,,23036.0,1.0,873000.0,delhi,,,5.0,suv
kia,seltos,manual,4.0,diesel,,84335.0,1.0,1080000.0,delhi,,,5.0,suv
tata,altroz,manual,3.0,petrol,,20660.0,1.0,736000.0,bihar,,,5.0,hatchback
maruti,s presso,manual,4.0,cng,,79019.0,1.0,447000.0,maharashtra,,,5.0,hatchback
hyundai,elite i20,manual,6.0,petrol,,68622.0,1.0,573000.0,kerala,,,5.0,hatchback
maruti,alto 800,manual,9.0,petrol,,46288.0,3.0,281000.0,tamil nadu,,,5.0,hatchback
maruti,wagon r 1.0,manual,9.0,petrol,,48394.0,1.0,418000.0,karnataka,,,5.0,hatchback
maruti,celerio,automatic,9.0,petrol,,70670.0,1.0,386000.0,delhi,,,5.0,hatchback
hyundai,grand i10 nios,manual,3.0,petrol,,45416.0,1.0,671000.0,tamil nadu,,,5.0,hatchback
maruti,alto 800,manual,8.0,petrol,,37785.0,1.0,290000.0,madhya pradesh,,,5.0,hatchback
maruti,wagon r 1.0,manual,11.0,petrol,,82871.0,2.0,233000.0,uttar pradesh,,,5.0,hatchback
maruti,baleno,manual,4.0,petrol,,34090.0,1.0,692800.0,maharashtra,,,5.0,hatchback
hyundai,grand i10 nios,manual,3.0,cng,,11946.0,1.0,688000.0,uttar pradesh,,,5.0,hatchback
hyundai,i10,manual,14.0,petrol,,54998.0,1.0,280000.0,karnataka,,,5.0,hatchback
maruti,ciaz,automatic,6.0,petrol,,30440.0,2.0,1194000.0,tamil nadu,,,5.0,sedan
maruti,ciaz,automatic,6.0,cng,,92668.0,1.0,730000.0,delhi,,,5.0,sedan
ford,ecosport,manual,10.0,petrol,,90433.0,1.0,470000.0,maharashtra,,,5.0,suv
