brand,model,transmission,age,fuel,engine,km,owner,price,location,mileage,power,seats,type
honda,jazz,automatic,7.0,petrol,1199.0,82006.0,2.0,576000.0,,,,,
honda,jazz,manual,2.0,petrol,1199.0,11651.0,1.0,885000.0,,,,,
renault,duster,manual,10.0,diesel,1461.0,62481.0,1.0,620000.0,,,,,
hyundai,new,automatic,5.0,petrol,1086.0,27398.0,1.0,527000.0,,,,,
mahindra,xuv500,automatic,3.0,diesel,2179.0,38700.0,1.0,1631000.0,,,,,
ford,freestyle,manual,6.0,petrol,1194.0,60618.0,1.0,561000.0,,,,,
skoda,rapid,manual,7.0,petrol,1598.0,24847.0,1.0,719000.0,,,,,
mahindra,kuv100,manual,8.0,diesel,1198.0,55202.0,2.0,412000.0,,,,,
honda,amaze,manual,6.0,petrol,1199.0,95562.0,2.0,572000.0,,,,,
skoda,rapid,manual,7.0,petrol,1598.0,24305.0,1.0,719000.0,,,,,
maruti,alto,manual,12.0,petrol,,33214.0,1.0,253000.0,,,,,
maruti,swift,manual,10.0,petrol,,75750.0,2.0,466000.0,,,,,
tata,altroz,automatic,2.0,petrol,1199.0,16221.0,1.0,902000.0,,,,,
maruti,ignis,automatic,7.0,petrol,1197.0,51952.0,2.0,505000.0,,,,,
renault,kwid,manual,8.0,petrol,,46833.0,1.0,284000.0,,,,,
hyundai,venue,manual,5.0,petrol,998.0,34996.0,1.0,925000.0,,,,,
maruti,swift,manual,12.0,petrol,1197.0,64557.0,1.0,389000.0,,,,,
maruti,ritz,manual,11.0,petrol,1197.0,75497.0,2.0,354000.0,,,,,
kia,carens,manual,2.0,petrol,1353.0,41209.0,1.0,1041000.0,,,,,
kia,sonet,automatic,1.0,petrol,998.0,5703.0,1.0,1338000.0,,,,,
renault,kwid,manual,7.0,petrol,999.0,21138.0,2.0,341000.0,,,,,
mahindra,xuv300,manual,2.0,petrol,1197.0,45399.0,1.0,897000.0,,,,,
maruti,baleno,manual,8.0,petrol,1197.0,72633.0,1.0,563000.0,,,,,
honda,city,automatic,12.0,petrol,1497.0,110307.0,1.0,372000.0,,,,,
honda,city,automatic,7.0,petrol,1497.0,70058.0,2.0,803000.0,,,,,
honda,jazz,manual,5.0,petrol,1199.0,20269.0,1.0,611000.0,,,,,
tata,tiago,automatic,7.0,petrol,1199.0,57920.0,1.0,461000.0,,,,,
hyundai,grand,manual,11.0,petrol,1197.0,98732.0,2.0,339000.0,,,,,
maruti,swift,manual,8.0,petrol,1197.0,86301.0,2.0,534000.0,,,,,
hyundai,elite,manual,5.0,petrol,1197.0,62484.0,2.0,653000.0,,,,,
hyundai,elite,manual,5.0,petrol,1197.0,51792.0,2.0,669000.0,,,,,
honda,city,manual,4.0,petrol,1497.0,30951.0,1.0,1064000.0,,,,,
nissan,magnite,manual,3.0,petrol,999.0,9840.0,1.0,722000.0,,,,,
hyundai,grand,manual,8.0,petrol,1197.0,82571.0,3.0,356000.0,,,,,
maruti,ritz,manual,10.0,petrol,1197.0,73631.0,2.0,355000.0,,,,,
tata,punch,manual,2.0,petrol,1199.0,20447.0,2.0,744000.0,,,,,
honda,city,manual,12.0,petrol,1497.0,116782.0,2.0,379000.0,,,,,
honda,wr-v,manual,4.0,petrol,1199.0,74928.0,1.0,764000.0,,,,,
maruti,ertiga,manual,2.0,petrol,1462.0,9884.0,1.0,1033000.0,,,,,
maruti,dzire,automatic,7.0,petrol,1197.0,105838.0,1.0,566000.0,,,,,
renault,kwid,automatic,6.0,petrol,999.0,52734.0,1.0,350000.0,,,,,
maruti,new,manual,2.0,petrol,1197.0,8524.0,1.0,641000.0,,,,,
hyundai,i20,manual,10.0,diesel,1396.0,102555.0,1.0,416000.0,,,,,
hyundai,creta,manual,8.0,petrol,1591.0,60817.0,1.0,859000.0,,,,,
hyundai,xcent,manual,10.0,petrol,1197.0,82065.0,1.0,370000.0,,,,,
hyundai,new,manual,5.0,petrol,1086.0,33811.0,1.0,483000.0,,,,,
tata,nexon,manual,2.0,diesel,1497.0,31035.0,1.0,1100000.0,,,,,
toyota,glanza,automatic,1.0,petrol,1197.0,7757.0,1.0,969000.0,,,,,
honda,amaze,manual,10.0,petrol,1198.0,109589.0,2.0,381000.0,,,,,
hyundai,creta,manual,7.0,petrol,1591.0,68811.0,2.0,905000.0,,,,,
hyundai,verna,manual,10.0,diesel,1582.0,89332.0,2.0,505000.0,,,,,
hyundai,grand,manual,9.0,petrol,1197.0,26534.0,1.0,434000.0,,,,,
maruti,celerio,manual,9.0,petrol,998.0,39773.0,1.0,400000.0,,,,,
mg,hector,manual,5.0,diesel,1956.0,49559.0,1.0,1447000.0,,,,,
hyundai,verna,manual,6.0,petrol,1591.0,15912.0,1.0,877000.0,,,,,
ford,ecosport,manual,6.0,diesel,1498.0,47693.0,2.0,749000.0,,,,,
renault,duster,manual,4.0,petrol,1498.0,41619.0,2.0,791000.0,,,,,
honda,jazz,manual,12.0,petrol,1198.0,35444.0,1.0,346000.0,,,,,
kia,seltos,manual,3.0,diesel,1493.0,39132.0,1.0,1464000.0,,,,,
honda,brio,manual,11.0,petrol,1198.0,55685.0,1.0,305000.0,,,,,
hyundai,grand,manual,7.0,petrol,1197.0,31072.0,1.0,550000.0,,,,,
mahindra,xuv300,manual,3.0,petrol,1197.0,9715.0,1.0,1046000.0,,,,,
hyundai,elite,manual,8.0,diesel,1396.0,79701.0,2.0,662000.0,,,,,
honda,jazz,manual,7.0,petrol,1199.0,34743.0,1.0,589000.0,,,,,
hyundai,verna,manual,12.0,diesel,1582.0,123296.0,2.0,401000.0,,,,,
tata,nexon,automatic,2.0,petrol,1199.0,31940.0,1.0,1006000.0,,,,,
hyundai,i20,manual,10.0,petrol,1197.0,40194.0,2.0,436000.0,,,,,
hyundai,alcazar,automatic,2.0,petrol,1999.0,11009.0,1.0,1889000.0,,,,,
maruti,ciaz,automatic,4.0,petrol,1462.0,70110.0,1.0,823000.0,,,,,
kia,seltos,automatic,2.0,petrol,1497.0,39295.0,1.0,1483000.0,,,,,
maruti,wagon,automatic,9.0,petrol,998.0,38523.0,1.0,374000.0,,,,,
hyundai,aura,manual,4.0,petrol,1197.0,41269.0,1.0,666000.0,,,,,
maruti,ertiga,manual,9.0,diesel,1248.0,57858.0,1.0,787000.0,,,,,
mg,hector,manual,4.0,diesel,,12098.0,1.0,1699000.0,,,,,
maruti,ciaz,automatic,7.0,petrol,1373.0,73371.0,1.0,626000.0,,,,,
maruti,swift,manual,8.0,petrol,1197.0,70756.0,1.0,555000.0,,,,,
mahindra,xuv500,manual,9.0,diesel,2179.0,86773.0,2.0,761000.0,,,,,
maruti,baleno,automatic,8.0,petrol,1197.0,91417.0,2.0,552000.0,,,,,
renault,duster,automatic,8.0,diesel,1461.0,41022.0,1.0,761000.0,,,,,
maruti,xl6,manual,3.0,petrol,1462.0,30449.0,1.0,1038000.0,,,,,
maruti,xl6,manual,2.0,petrol,1462.0,59304.0,1.0,1037000.0,,,,,
honda,city,automatic,2.0,petrol,1498.0,9928.0,1.0,1375000.0,,,,,
mahindra,xuv300,manual,1.0,petrol,1197.0,10190.0,1.0,966000.0,,,,,
hyundai,verna,automatic,6.0,petrol,1591.0,61288.0,2.0,866000.0,,,,,
maruti,celerio,automatic,8.0,petrol,998.0,43855.0,1.0,430000.0,,,,,
hyundai,new,automatic,6.0,petrol,1086.0,17268.0,1.0,478000.0,,,,,
maruti,vitara,manual,4.0,petrol,1462.0,37548.0,2.0,810000.0,,,,,
maruti,alto,manual,8.0,petrol,796.0,14901.0,1.0,298000.0,,,,,
hyundai,creta,automatic,5.0,petrol,1591.0,57859.0,1.0,1134000.0,,,,,
hyundai,creta,automatic,4.0,petrol,1497.0,30936.0,1.0,1455000.0,,,,,
hyundai,grand,automatic,8.0,petrol,1197.0,32979.0,1.0,539000.0,,,,,
volkswagen,ameo,manual,8.0,petrol,1198.0,68602.0,2.0,518000.0,,,,,
maruti,ignis,manual,6.0,petrol,1197.0,83348.0,1.0,526000.0,,,,,
toyota,etios,manual,12.0,petrol,1496.0,92396.0,1.0,364000.0,,,,,
hyundai,i20,manual,12.0,diesel,,73475.0,2.0,378000.0,,,,,
mahindra,xuv700,manual,2.0,petrol,1997.0,31256.0,1.0,1551000.0,,,,,
hyundai,elite,manual,9.0,petrol,1197.0,64338.0,1.0,489000.0,,,,,
ford,ecosport,manual,9.0,petrol,1499.0,64622.0,2.0,504000.0,,,,,
mahindra,tuv300,manual,8.0,diesel,1493.0,29721.0,1.0,666000.0,,,,,
maruti,ertiga,manual,10.0,diesel,1248.0,90881.0,1.0,672000.0,,,,,
mahindra,xuv500,manual,9.0,diesel,,26320.0,1.0,873000.0,,,,,
maruti,celerio,automatic,9.0,petrol,998.0,29983.0,2.0,400000.0,,,,,
honda,br-v,manual,8.0,petrol,1497.0,34721.0,2.0,682000.0,,,,,
hyundai,venue,manual,5.0,petrol,998.0,23998.0,2.0,819000.0,,,,,
hyundai,i10,manual,11.0,petrol,1197.0,67134.0,2.0,340000.0,,,,,
maruti,ertiga,automatic,8.0,petrol,1373.0,49938.0,1.0,663000.0,,,,,
mg,hector,automatic,3.0,petrol,1451.0,37246.0,1.0,1753000.0,,,,,
hyundai,elite,manual,9.0,petrol,1197.0,78993.0,1.0,567000.0,,,,,
honda,city,automatic,10.0,petrol,1497.0,74783.0,2.0,482000.0,,,,,
honda,city,manual,9.0,petrol,1497.0,83531.0,1.0,569000.0,,,,,
toyota,glanza,manual,4.0,petrol,1197.0,68494.0,2.0,633000.0,,,,,
hyundai,i20,manual,7.0,petrol,1197.0,58025.0,2.0,630000.0,,,,,
kia,seltos,manual,4.0,petrol,1353.0,64932.0,1.0,1299000.0,,,,,
hyundai,verna,manual,10.0,petrol,1591.0,101540.0,1.0,468000.0,,,,,
maruti,swift,automatic,6.0,petrol,1197.0,46324.0,1.0,650000.0,,,,,
maruti,swift,manual,5.0,petrol,1197.0,29056.0,2.0,609000.0,,,,,
maruti,s,manual,5.0,petrol,998.0,25604.0,2.0,390000.0,,,,,
toyota,glanza,automatic,0.0,petrol,1197.0,10441.0,1.0,1015000.0,,,,,
tata,nexon,automatic,3.0,petrol,1199.0,18030.0,1.0,1018000.0,,,,,
kia,carens,automatic,2.0,petrol,1353.0,12150.0,1.0,1613000.0,,,,,
kia,carens,manual,2.0,diesel,1493.0,37095.0,1.0,1279000.0,,,,,
toyota,etios,manual,10.0,petrol,,54339.0,1.0,435000.0,,,,,
kia,seltos,manual,4.0,diesel,1493.0,34099.0,1.0,1390000.0,,,,,
mahindra,thar,automatic,1.0,petrol,1997.0,7136.0,1.0,1605000.0,,,,,
nissan,magnite,manual,3.0,petrol,999.0,49901.0,1.0,681000.0,,,,,
hyundai,xcent,manual,10.0,petrol,1197.0,53582.0,1.0,432000.0,,,,,
nissan,magnite,manual,2.0,petrol,999.0,19286.0,1.0,566000.0,,,,,
maruti,baleno,manual,8.0,petrol,1197.0,33128.0,1.0,647000.0,,,,,
tata,punch,manual,1.0,petrol,1199.0,9112.0,1.0,841000.0,,,,,
maruti,dzire,manual,7.0,petrol,1197.0,35892.0,1.0,605000.0,,,,,
hyundai,i20,manual,11.0,petrol,1197.0,55007.0,1.0,423000.0,,,,,
maruti,baleno,manual,2.0,petrol,1197.0,25794.0,1.0,755000.0,,,,,
hyundai,eon,manual,11.0,petrol,814.0,19659.0,2.0,230000.0,,,,,
tata,altroz,manual,3.0,petrol,1199.0,3841.0,1.0,769000.0,,,,,
hyundai,elite,manual,6.0,petrol,1197.0,15853.0,1.0,738000.0,,,,,
mg,hector,automatic,1.0,petrol,,19946.0,2.0,1818000.0,,,,,
maruti,baleno,manual,8.0,petrol,1197.0,82967.0,1.0,540000.0,,,,,
honda,city,manual,3.0,petrol,1498.0,30309.0,1.0,1043000.0,,,,,
maruti,baleno,automatic,7.0,petrol,1197.0,112062.0,1.0,582000.0,,,,,
volkswagen,polo,automatic,5.0,petrol,,94669.0,2.0,741000.0,,,,,
maruti,grand,manual,1.0,petrol,1462.0,28842.0,1.0,1233000.0,,,,,
tata,tiago,automatic,6.0,petrol,1199.0,41772.0,2.0,490000.0,,,,,
maruti,swift,manual,11.0,diesel,1248.0,109035.0,2.0,425000.0,,,,,
maruti,ertiga,automatic,2.0,petrol,1462.0,35378.0,1.0,1084000.0,,,,,
maruti,dzire,manual,5.0,petrol,1197.0,91942.0,1.0,600000.0,,,,,
mahindra,xuv500,manual,5.0,diesel,2179.0,79470.0,1.0,1097000.0,,,,,
maruti,vitara,manual,8.0,diesel,1248.0,76173.0,1.0,762000.0,,,,,
mahindra,xuv700,manual,2.0,diesel,2184.0,29358.0,1.0,1789000.0,,,,,
hyundai,elite,manual,7.0,petrol,1197.0,79690.0,1.0,636000.0,,,,,
maruti,swift,manual,8.0,petrol,1197.0,77053.0,1.0,538000.0,,,,,
kia,seltos,manual,3.0,petrol,1497.0,34663.0,1.0,1147000.0,,,,,
maruti,swift,manual,7.0,petrol,1197.0,25847.0,2.0,545000.0,,,,,
honda,wr-v,manual,5.0,petrol,1199.0,29923.0,1.0,780000.0,,,,,
honda,amaze,manual,5.0,petrol,1199.0,37615.0,1.0,689000.0,,,,,
maruti,baleno,manual,5.0,petrol,1197.0,74173.0,1.0,615000.0,,,,,
ford,ecosport,manual,4.0,petrol,,60856.0,1.0,930000.0,,,,,
tata,nexon,automatic,4.0,petrol,1198.0,32729.0,1.0,916000.0,,,,,
maruti,celerio,manual,6.0,petrol,998.0,37192.0,2.0,418000.0,,,,,
hyundai,creta,manual,5.0,petrol,1591.0,83716.0,1.0,1093000.0,,,,,
tata,nexon,manual,4.0,petrol,1198.0,75042.0,1.0,834000.0,,,,,
hyundai,new,manual,5.0,petrol,1086.0,52881.0,1.0,428000.0,,,,,
maruti,baleno,automatic,6.0,petrol,1197.0,62129.0,1.0,653000.0,,,,,
hyundai,venue,manual,4.0,petrol,998.0,47544.0,1.0,954000.0,,,,,
toyota,glanza,manual,5.0,petrol,1197.0,31957.0,1.0,728000.0,,,,,
honda,wr-v,manual,7.0,diesel,1498.0,97807.0,1.0,725000.0,,,,,
hyundai,elite,manual,8.0,petrol,1197.0,89807.0,1.0,564000.0,,,,,
renault,kwid,automatic,2.0,petrol,999.0,25787.0,1.0,578000.0,,,,,
volkswagen,taigun,automatic,2.0,petrol,1498.0,46791.0,1.0,1583000.0,,,,,
kia,seltos,automatic,5.0,petrol,1353.0,73142.0,1.0,1271000.0,,,,,
maruti,baleno,manual,6.0,petrol,1197.0,60017.0,1.0,630000.0,,,,,
mg,hector,automatic,3.0,petrol,1451.0,53405.0,1.0,1492000.0,,,,,
maruti,celerio,automatic,3.0,petrol,998.0,3760.0,2.0,630000.0,,,,,
renault,kwid,automatic,2.0,petrol,999.0,9601.0,1.0,575000.0,,,,,
maruti,alto,automatic,1.0,petrol,998.0,15262.0,1.0,565000.0,,,,,
volkswagen,ameo,manual,5.0,petrol,999.0,57667.0,1.0,534000.0,,,,,
maruti,ignis,manual,6.0,petrol,1197.0,35090.0,1.0,535000.0,,,,,
honda,city,manual,12.0,petrol,1497.0,65530.0,2.0,408000.0,,,,,
hyundai,grand,manual,9.0,petrol,1197.0,82452.0,1.0,449000.0,,,,,
maruti,alto,manual,10.0,petrol,796.0,58622.0,1.0,252000.0,,,,,
tata,tiago,manual,6.0,diesel,1047.0,91168.0,2.0,399000.0,,,,,
nissan,magnite,manual,3.0,petrol,999.0,33387.0,1.0,659000.0,,,,,
tata,tiago,manual,4.0,petrol,1199.0,57810.0,1.0,475000.0,,,,,
mahindra,scorpio,manual,6.0,diesel,2179.0,95181.0,1.0,802000.0,,,,,
hyundai,i20,manual,9.0,petrol,1197.0,38799.0,1.0,579000.0,,,,,
maruti,xl6,manual,3.0,petrol,1462.0,53293.0,1.0,980000.0,,,,,
maruti,swift,manual,12.0,diesel,1248.0,62234.0,2.0,342000.0,,,,,
kia,seltos,manual,1.0,petrol,1497.0,4607.0,1.0,1237000.0,,,,,
mahindra,thar,manual,6.0,diesel,2498.0,77986.0,2.0,757000.0,,,,,
hyundai,verna,automatic,5.0,diesel,1582.0,68080.0,2.0,976000.0,,,,,
hyundai,elite,manual,7.0,petrol,1197.0,56670.0,2.0,593000.0,,,,,
tata,tiago,automatic,7.0,petrol,1199.0,86495.0,2.0,444000.0,,,,,
volkswagen,ameo,manual,6.0,petrol,999.0,116854.0,2.0,498000.0,,,,,
maruti,alto,manual,13.0,petrol,998.0,81585.0,2.0,185000.0,,,,,
maruti,dzire,manual,3.0,petrol,1197.0,39678.0,1.0,785000.0,,,,,
hyundai,verna,manual,5.0,petrol,1591.0,61985.0,1.0,814000.0,,,,,
maruti,swift,manual,7.0,petrol,1197.0,98274.0,2.0,409000.0,,,,,
maruti,brezza,manual,1.0,petrol,1462.0,22737.0,1.0,1146000.0,,,,,
maruti,celerio,manual,2.0,cng,998.0,48731.0,1.0,637000.0,,,,,
honda,amaze,manual,6.0,petrol,1199.0,88464.0,1.0,534000.0,,,,,
hyundai,i20,manual,6.0,petrol,1197.0,36860.0,1.0,677000.0,,,,,
skoda,rapid,automatic,6.0,petrol,1598.0,55595.0,1.0,732000.0,,,,,
tata,tiago,manual,7.0,petrol,1199.0,72749.0,3.0,388000.0,,,,,
hyundai,elite,manual,4.0,petrol,1197.0,32661.0,1.0,735000.0,,,,,
honda,city,automatic,8.0,petrol,1497.0,31972.0,1.0,642000.0,,,,,
renault,kwid,manual,2.0,petrol,999.0,39385.0,1.0,400000.0,,,,,
tata,altroz,automatic,2.0,petrol,1199.0,28466.0,1.0,833000.0,,,,,
honda,city,automatic,4.0,petrol,1498.0,29835.0,1.0,1155000.0,,,,,
maruti,ritz,manual,12.0,petrol,,42582.0,1.0,288000.0,,,,,
honda,amaze,manual,11.0,petrol,1198.0,62540.0,2.0,338000.0,,,,,
renault,kwid,automatic,4.0,petrol,999.0,9819.0,1.0,435000.0,,,,,
tata,tiago,manual,6.0,petrol,1199.0,63153.0,1.0,477000.0,,,,,
tata,tiago,manual,5.0,petrol,1199.0,95660.0,1.0,428000.0,,,,,
hyundai,elite,manual,7.0,petrol,1197.0,91444.0,2.0,562000.0,,,,,
nissan,micra,automatic,9.0,petrol,1198.0,47890.0,1.0,407000.0,,,,,
datsun,redi,manual,6.0,petrol,799.0,108870.0,2.0,249000.0,,,,,
datsun,redi,manual,7.0,petrol,799.0,47610.0,1.0,239000.0,,,,,
hyundai,verna,manual,9.0,diesel,1582.0,100902.0,1.0,575000.0,,,,,
hyundai,creta,automatic,3.0,petrol,1353.0,46110.0,1.0,1535000.0,,,,,
renault,kwid,manual,5.0,petrol,999.0,51288.0,2.0,348000.0,,,,,
maruti,alto,manual,7.0,petrol,796.0,96378.0,2.0,256000.0,,,,,
maruti,dzire,automatic,7.0,diesel,1248.0,95453.0,1.0,609000.0,,,,,
maruti,wagon,manual,12.0,petrol,998.0,61467.0,2.0,295000.0,,,,,
skoda,kushaq,manual,3.0,petrol,999.0,36691.0,1.0,1240000.0,,,,,
hyundai,i10,manual,13.0,petrol,1197.0,89916.0,1.0,259000.0,,,,,
ford,ecosport,manual,7.0,diesel,1498.0,97106.0,1.0,572000.0,,,,,
tata,nexon,automatic,4.0,petrol,1199.0,63677.0,2.0,835000.0,,,,,
maruti,swift,manual,7.0,petrol,1197.0,63852.0,1.0,528000.0,,,,,
honda,amaze,automatic,5.0,petrol,1199.0,55918.0,1.0,623000.0,,,,,
maruti,ciaz,manual,4.0,petrol,1462.0,50172.0,1.0,720000.0,,,,,
hyundai,venue,manual,3.0,petrol,998.0,52639.0,1.0,824000.0,,,,,
hyundai,i10,manual,13.0,petrol,1197.0,91664.0,2.0,243000.0,,,,,
honda,brio,manual,8.0,petrol,1198.0,55189.0,2.0,400000.0,,,,,
ford,freestyle,manual,6.0,petrol,1194.0,60679.0,1.0,553000.0,,,,,
tata,tiago,manual,4.0,petrol,1199.0,61102.0,1.0,624000.0,,,,,
maruti,ritz,manual,11.0,diesel,1248.0,82552.0,1.0,366000.0,,,,,
hyundai,new,manual,3.0,petrol,1086.0,17789.0,1.0,475000.0,,,,,
honda,civic,automatic,5.0,petrol,1799.0,87192.0,2.0,1493000.0,,,,,
ford,ecosport,manual,4.0,diesel,1498.0,40543.0,1.0,810000.0,,,,,
maruti,alto,manual,7.0,petrol,796.0,47179.0,1.0,293000.0,,,,,
maruti,swift,manual,12.0,petrol,1197.0,71115.0,3.0,306000.0,,,,,
ford,ecosport,manual,6.0,petrol,1497.0,57215.0,2.0,713000.0,,,,,
maruti,dzire,automatic,6.0,petrol,1197.0,68760.0,1.0,574000.0,,,,,
tata,tiago,manual,5.0,petrol,1199.0,39154.0,1.0,550000.0,,,,,
maruti,swift,automatic,6.0,petrol,1197.0,76836.0,1.0,622000.0,,,,,
mg,hector,automatic,4.0,petrol,1451.0,55007.0,2.0,1487000.0,,,,,
maruti,swift,manual,10.0,diesel,1248.0,98752.0,1.0,514000.0,,,,,
honda,city,manual,9.0,petrol,1497.0,98048.0,1.0,515000.0,,,,,
maruti,baleno,manual,4.0,petrol,1197.0,65323.0,1.0,669000.0,,,,,
hyundai,creta,manual,7.0,petrol,1591.0,25980.0,1.0,947000.0,,,,,
hyundai,eon,manual,10.0,petrol,814.0,59689.0,1.0,242000.0,,,,,
maruti,baleno,manual,4.0,petrol,1197.0,61979.0,1.0,637000.0,,,,,
maruti,ciaz,manual,7.0,diesel,1248.0,101069.0,2.0,629000.0,,,,,
tata,tigor,manual,3.0,petrol,1199.0,47778.0,1.0,562000.0,,,,,
maruti,wagon,manual,10.0,petrol,998.0,76934.0,2.0,333000.0,,,,,
maruti,xl6,automatic,2.0,petrol,1462.0,41145.0,1.0,1142000.0,,,,,
hyundai,xcent,manual,9.0,petrol,1197.0,35155.0,2.0,405000.0,,,,,
maruti,celerio,automatic,6.0,petrol,998.0,68971.0,2.0,435000.0,,,,,
mahindra,thar,automatic,3.0,diesel,2184.0,24914.0,2.0,1332000.0,,,,,
maruti,celerio,manual,6.0,petrol,998.0,99649.0,1.0,415000.0,,,,,
honda,amaze,automatic,1.0,petrol,1199.0,21464.0,1.0,845000.0,,,,,
hyundai,elite,manual,7.0,petrol,1197.0,73900.0,1.0,603000.0,,,,,
maruti,wagon,manual,7.0,petrol,998.0,92836.0,1.0,385000.0,,,,,
maruti,wagon,manual,6.0,petrol,998.0,92102.0,1.0,370000.0,,,,,
toyota,glanza,manual,5.0,petrol,1197.0,54895.0,1.0,731000.0,,,,,
honda,br-v,manual,7.0,petrol,1497.0,123133.0,1.0,630000.0,,,,,
maruti,swift,manual,10.0,petrol,1197.0,62067.0,1.0,416000.0,,,,,
honda,city,manual,10.0,petrol,1497.0,98941.0,2.0,476000.0,,,,,
honda,city,automatic,7.0,petrol,1497.0,89966.0,1.0,669000.0,,,,,
honda,amaze,manual,8.0,petrol,1198.0,81183.0,1.0,429000.0,,,,,
kia,seltos,manual,2.0,petrol,1353.0,19141.0,1.0,1565000.0,,,,,
honda,city,manual,6.0,petrol,1497.0,98990.0,1.0,756000.0,,,,,
maruti,dzire,automatic,2.0,petrol,1197.0,52707.0,2.0,706000.0,,,,,
maruti,alto,manual,3.0,petrol,796.0,45381.0,1.0,358000.0,,,,,
maruti,swift,manual,9.0,diesel,1248.0,90513.0,1.0,529000.0,,,,,
renault,triber,automatic,4.0,petrol,999.0,19391.0,1.0,603000.0,,,,,
honda,amaze,automatic,6.0,diesel,1498.0,100516.0,1.0,617000.0,,,,,
honda,amaze,manual,5.0,petrol,1199.0,20490.0,1.0,695000.0,,,,,
maruti,swift,manual,8.0,petrol,1197.0,38120.0,1.0,606000.0,,,,,
hyundai,elite,manual,8.0,petrol,1197.0,77521.0,2.0,573000.0,,,,,
honda,city,manual,9.0,diesel,1498.0,95906.0,2.0,525000.0,,,,,
mg,hector,manual,5.0,petrol,1451.0,37073.0,1.0,1179000.0,,,,,
skoda,kushaq,automatic,2.0,petrol,999.0,19562.0,1.0,1447000.0,,,,,
maruti,celerio,automatic,6.0,petrol,998.0,14268.0,1.0,494000.0,,,,,
hyundai,eon,manual,8.0,petrol,814.0,43699.0,2.0,305000.0,,,,,
maruti,baleno,manual,5.0,petrol,1197.0,73813.0,2.0,629000.0,,,,,
hyundai,creta,manual,7.0,petrol,1591.0,92148.0,1.0,863000.0,,,,,
honda,jazz,manual,7.0,petrol,1199.0,59005.0,1.0,512000.0,,,,,
honda,brio,manual,10.0,petrol,1198.0,97126.0,1.0,327000.0,,,,,
hyundai,grand,manual,7.0,petrol,1197.0,38401.0,2.0,519000.0,,,,,
hyundai,venue,manual,3.0,petrol,998.0,57375.0,1.0,820000.0,,,,,
tata,nexon,automatic,1.0,petrol,1199.0,27320.0,1.0,1071000.0,,,,,
hyundai,aura,automatic,2.0,petrol,1197.0,37286.0,1.0,761000.0,,,,,
maruti,new,manual,4.0,petrol,1197.0,67047.0,1.0,489000.0,,,,,
hyundai,creta,manual,7.0,diesel,1582.0,103070.0,2.0,852000.0,,,,,
kia,seltos,manual,5.0,petrol,,34598.0,2.0,1125000.0,,,,,
hyundai,new,automatic,5.0,petrol,1086.0,66791.0,2.0,454000.0,,,,,
renault,duster,automatic,8.0,diesel,1461.0,93571.0,1.0,621000.0,,,,,
tata,tigor,manual,4.0,petrol,1199.0,49158.0,1.0,668000.0,,,,,
honda,wr-v,manual,6.0,petrol,1199.0,95683.0,1.0,661000.0,,,,,
hyundai,grand,manual,7.0,petrol,1197.0,40354.0,1.0,510000.0,,,,,
datsun,redi,manual,4.0,petrol,999.0,27984.0,1.0,341000.0,,,,,
maruti,ciaz,manual,2.0,petrol,1462.0,23327.0,1.0,996000.0,,,,,
hyundai,grand,automatic,4.0,petrol,1197.0,61638.0,1.0,657000.0,,,,,
skoda,rapid,automatic,7.0,petrol,1598.0,106132.0,1.0,683000.0,,,,,
mahindra,xuv500,manual,4.0,diesel,2179.0,94607.0,1.0,1252000.0,,,,,
renault,kwid,automatic,3.0,petrol,999.0,44865.0,1.0,479000.0,,,,,
maruti,alto,manual,3.0,petrol,796.0,24463.0,1.0,367000.0,,,,,
maruti,dzire,automatic,3.0,petrol,1197.0,49950.0,1.0,764000.0,,,,,
maruti,celerio,manual,5.0,petrol,998.0,69332.0,1.0,460000.0,,,,,
hyundai,i20,manual,7.0,petrol,1197.0,95737.0,2.0,553000.0,,,,,
hyundai,elite,manual,8.0,diesel,1396.0,123588.0,1.0,585000.0,,,,,
hyundai,venue,manual,4.0,petrol,998.0,51652.0,1.0,885000.0,,,,,
maruti,celerio,manual,4.0,petrol,998.0,28358.0,1.0,466000.0,,,,,
hyundai,grand,manual,5.0,petrol,1197.0,24312.0,1.0,505000.0,,,,,
volkswagen,taigun,automatic,3.0,petrol,999.0,37326.0,1.0,1402000.0,,,,,
maruti,alto,manual,5.0,petrol,998.0,47066.0,2.0,326000.0,,,,,
skoda,rapid,manual,5.0,petrol,1598.0,81413.0,2.0,835000.0,,,,,
maruti,new,automatic,5.0,petrol,998.0,95456.0,1.0,462000.0,,,,,
maruti,ignis,manual,7.0,petrol,1197.0,85064.0,1.0,431000.0,,,,,
hyundai,i20,manual,12.0,petrol,1197.0,59097.0,1.0,367000.0,,,,,
tata,tiago,automatic,3.0,petrol,1199.0,42078.0,1.0,610000.0,,,,,
hyundai,i10,manual,11.0,petrol,1197.0,37308.0,2.0,311000.0,,,,,
maruti,ciaz,manual,6.0,petrol,1373.0,98119.0,1.0,631000.0,,,,,
tata,tiago,manual,3.0,petrol,1199.0,52679.0,1.0,533000.0,,,,,
maruti,celerio,automatic,4.0,petrol,998.0,47616.0,2.0,545000.0,,,,,
maruti,s,manual,3.0,petrol,998.0,18842.0,2.0,405000.0,,,,,
honda,jazz,manual,6.0,petrol,1199.0,73005.0,1.0,588000.0,,,,,
